ZoneName,LengthM,SiteCode,DateStart,DateFinish,ZoneDescription,Comments,Comments2,RoadType,RCACScore,RoadWidthM,LRoadWidth,RRoadWidth,WidthVarie,RCACWidth,RCACTreesW,RCACTreesS,RCACGround,RCACGrassl,RCACLeafLi,RCACLogs,RCACRocksC,RCACWetlan,RCACMaxFau,RCACRegene,RCACWildli,RCACWeedCo,RCACSiteDi,RCACRareSp,HollowTree,LargeOldTree,Trees,LogsWoodyD,GroundFlor,Mistletoe,Shrubs,BioticSoil,LeafMulchL,Rocks,CracksCrev,Wetland,Disturbanc,Regenerati,Weeds,Powerline,BiomassRed,AdjoiningL,AdjoiningV,PowerlineD,CanopyCont,OverallFue,GroundFuel,ElevatedFu,BarkHazard,Majorweeds,Locality,LandFormLS,LandForm00,SoilType,EVCCode,EVCNotes,EVCSource,Origin,Recommenda
victoria road,3,g066,02/04/2015,02/04/2015,forest,,hcv roadside converted to very high status due to listed species presence,,32,4.0,,,0,1,0,2,2,0,2,2,0,0,5,1,3,3,4,1,0,0,20.0,2,45,0,24,0,2,0,0,0,3,2,4,0,289,,i,309.0,3,,,,,,scarsdale,2.1lsp6-2,,szb,20,20,,,
jenkins road,8,g024c,02/04/2015,02/04/2015,forest,,,,15,4.0,,,0,1,0,2,2,0,2,1,0,0,5,1,2,2,4,0,0,0,20.0,1,48,1,24,1,4,0,0,0,3,2,3,0,300,,i,309.0,3,,,,,,scarsdale,2.1lsp6-2,,szb,265,22/20>47,,,
jenkins road,3,g024c,02/04/2015,02/04/2015,cleared with occasional trees and/or shrubs,,,,7,4.0,,,0,1,0,1,2,0,0,0,0,0,3,0,0,1,2,0,0,0,0.0,0,29,0,16,0,0,0,0,0,2,1,2,0,300,,e,309.0,0,,,,,,scarsdale,7.1pbfq6-5,,ye,47,47,,,
daniels road,2,g024a,02/04/2015,02/04/2015,pasture grasses and weeds,,,,3,4.0,,,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0.0,0,29,0,0,0,0,0,0,0,1,1,1,0,300,,e,310.0,0,,,,,,scarsdale,7.1pbfq6-5,,ye,2223,2223,,,
daniels road,1,g024a,02/04/2015,02/04/2015,cleared under powerlines,,,,8,6.0,,,0,2,0,0,2,0,0,0,1,0,3,0,0,1,2,0,0,0,0.0,0,29,0,0,0,0,1,0,0,2,1,2,0,300,,e,309.0,0,,,,,,scarsdale,7.1pbfq6-5,,ye,2223,2223,,,
jensens road,3,g474,02/04/2015,02/04/2015,cleared under powerlines,,,,3,4.0,,,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0.0,0,29,0,0,0,0,0,0,0,1,1,1,0,298,,i+e,310.0,0,,,,,,scarsdale,7.1pbfq6-5,,ye,47,47,,,
jensens road,3,g474,02/04/2015,02/04/2015,woodland with patchy native grass/bracken understorey,,,,15,4.0,,,0,1,0,2,2,0,2,1,0,0,5,1,2,2,4,0,0,0,19.0,1,29,0,24,0,2,0,0,0,3,2,3,0,300,,i+e,309.0,3,,,,,,scarsdale,7.1pbfq6-5,,ye,47,47,,,
gemini lane,3,g433,02/04/2015,02/04/2015,pasture grasses and weeds,,,,2,4.0,,,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,28,0,0,0,0,0,0,0,1,1,1,0,298,,e,309.0,0,,,,,,scarsdale,7.1pbfq6-5,,ye,2223,2223,,,
"recreation road, scardsale",4,g024d,02/04/2015,02/04/2015,cleared with occasional trees and/or shrubs,,,,7,4.0,,,0,1,0,2,2,0,0,0,0,0,4,0,0,0,2,0,0,0,16.0,0,29,0,16,0,0,0,0,0,2,1,1,0,298,,e,306.0,0,,,,,,scarsdale,7.1pbfq6-5,,ye,47,47,,,
heads road,3,g463,02/04/2015,02/04/2015,dominated by shelterbelts and/or escapees,,,,4,4.0,,,0,1,0,0,2,0,0,0,1,0,3,0,0,0,0,0,0,0,0.0,0,29,0,0,0,0,1,0,0,1,1,1,0,289,,e,309.0,0,,,,,,scarsdale,7.1pbfq6-5,,ye,2223,2223,,,
aisbett road,1,g325,02/04/2015,02/04/2015,pasture grasses and weeds,,,,2,4.0,,,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,28,0,0,0,0,0,0,0,1,1,1,0,296,,e,309.0,0,,,,,,,,,,2223,2223,,,
galatea road,1,g023,02/04/2015,02/04/2015,cleared with occasional trees and/or shrubs,,,,6,4.0,,,0,1,0,1,2,0,0,0,0,0,3,0,0,0,2,0,0,0,0.0,0,29,0,16,0,0,0,0,0,2,1,1,0,298,,e/sb,309.0,0,,,,,,newtown (ballarat),7.1pbfq6-5,,ye,2223,2223,,,
wards road,5,g638,02/04/2015,02/04/2015,pasture grasses and weeds,,,,5,4.0,,,0,1,0,1,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0.0,0,28,0,16,0,0,0,0,0,2,1,1,0,289,,e,309.0,0,,,,,,newtown (ballarat),7.1pbfq6-5,,ye,2223,2223,,,
golden lake road,2,g027,02/04/2015,02/04/2015,grassland,,"roadside only scores hcv due to listed species presence, otherwise mcv",,23,5.0,,,1,1,0,1,2,0,0,0,2,0,5,0,0,0,2,1,0,0,0.0,0,29,0,16,0,0,2,0,0,2,1,1,0,300,,e,309.0,0,,,,,,piggoreet,7.1pbfq6-5,,ye,715,[47]>132>[649]>132>[47],,,
golden lake road,1,g027,02/04/2015,02/04/2015,forest,,,,15,4.0,,,1,1,2,2,2,0,2,1,0,0,5,1,2,2,4,0,0,2,20.0,1,29,1,24,0,2,0,0,0,3,2,3,0,300,,i,309.0,2,,,,,,piggoreet,7.1pbfq6-5,,ye,47,47>2223,,,
linton-piggoreet road,8,g008,02/04/2015,02/04/2015,cleared with occasional trees and/or shrubs,,,,16,8.0,,,1,2,0,2,2,0,0,0,2,0,5,1,2,2,4,0,0,0,0.0,0,29,0,24,0,0,2,0,0,3,2,3,0,289,,i+e,309.0,0,,,,,,happy valley (ballarat),7.1pbfq6-5,,ye,2244,2223>47,,,
linton-piggoreet road,2,g008,02/04/2015,02/04/2015,cleared with occasional trees and/or shrubs,,,,7,5.0,,,0,1,0,1,2,0,0,0,1,0,4,0,0,0,2,0,0,0,0.0,0,29,0,16,0,0,1,0,0,2,1,1,0,300,,e/sb,309.0,0,,,,,,happy valley (ballarat),7.1pbfq6-5,,ye,2227,2223/649>2223,,,
happy valley crossing road,1,g019,02/04/2015,02/04/2015,pasture grasses and weeds,,,,4,4.0,,,0,1,0,1,2,0,0,0,0,0,3,0,0,0,0,0,0,0,16.0,0,29,0,0,0,0,0,0,0,1,1,1,0,289,,e,309.0,0,,,,,,happy valley (ballarat),7.1pbfq6-5,,ye,2223,2223,,,
smith road,2,g600,02/04/2015,02/04/2015,dominated by shelterbelts and/or escapees,,,,6,4.0,,,0,1,0,1,2,0,0,0,0,0,3,0,0,0,2,0,0,0,0.0,0,29,0,16,0,0,0,0,0,2,1,1,0,298,,e,309.0,0,,,,,,happy valley (ballarat),2.1lsp6-2,,szb,2223,2223,,,
porters road,9,g017,09/04/2015,09/04/2015,woodland with patchy native grass/bracken understorey,,,,13,2.0,,,1,1,0,2,2,0,1,1,0,0,5,1,1,1,4,0,0,0,18.0,1,29,2,23,0,1,0,0,0,3,2,2,0,300,,i+e,309.0,2,,,,,,scarsdale,7.1pbfq6-5,,ye,47,47,,,
mcmasters road,1,g014,09/04/2015,09/04/2015,cleared with occasional trees and/or shrubs,pine plantation near end,,,12,4.0,,,0,1,0,2,2,0,2,1,0,0,5,1,2,1,2,0,0,0,18.0,1,29,0,23,0,2,0,0,0,2,2,2,0,300,,i+e,309.0,2,,,,,,scarsdale,2.1lsp6-2,,szb,47,47,,,
judds road,2,g015,09/04/2015,09/04/2015,woodland with patchy native grass understorey,,hcv roadside converted to very high status due to listed species presence,,31,6.0,,,0,2,0,2,2,0,1,0,0,0,5,1,2,2,4,1,0,0,18.0,0,29,2,23,0,1,0,0,0,3,2,3,0,300,,i+e,309.0,2,,,,,,scarsdale,7.1pbfq6-5,,ye,47,47,,,
judds road,9,g015,09/04/2015,09/04/2015,cleared with occasional trees and/or shrubs,,,,9,6.0,,,0,2,0,1,2,0,0,0,0,0,3,0,1,1,2,0,0,0,0.0,0,29,2,16,0,0,0,0,0,2,1,2,0,298,,i+e,309.0,0,,,,,,scarsdale,7.1pbfq6-5,,ye,47,47,,,
judds road,6,g015,09/04/2015,09/04/2015,woodland with patchy native grass understorey,,hcv roadside converted to very high status due to listed species presence,,30,8.0,,,0,2,1,2,2,0,2,0,0,0,5,1,2,1,4,1,0,1,18.0,0,29,2,23,0,2,0,0,0,3,2,2,0,300,,i,309.0,2,,,,,,scarsdale,7.1pbfq6-5,,ye,47,47,,,
off judds road,3,g540,09/04/2015,09/04/2015,pasture grasses and weeds,,"roadside only scores hcv due to listed species presence, otherwise lcv",,19,4.0,,,0,1,0,0,2,0,0,0,0,0,2,1,0,0,0,1,0,0,0.0,0,29,0,0,0,0,0,0,0,1,2,1,0,298,,i+e,306.0,0,,,,,,scarsdale,7.1pbfq6-5,,ye,47,47,,,
aisbett road,3,g325,09/04/2015,09/04/2015,dominated by gorse,,,,4,4.0,,,0,1,0,1,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0.0,0,29,1,16,0,0,0,0,0,1,1,1,0,300,,e,309.0,0,,,,,,scarsdale,7.1pbfq6-5,,ye,2223,2223>[851],,,
basin road,1,g011,09/04/2015,09/04/2015,forest,,hcv roadside converted to very high status due to listed species presence,,31,4.0,,,0,1,0,2,2,0,2,1,0,0,5,1,3,2,4,1,0,0,20.0,1,29,0,25,0,3,0,0,0,3,2,3,0,300,,i,309.0,3,,,,,,scarsdale,2.1lsp6-2,,szb,2205,47/127>47,,,
murphys lane,3,g529,09/04/2015,09/04/2015,forest,,,,16,4.0,,,0,1,1,2,2,0,2,0,0,0,5,2,2,2,4,0,0,1,20.0,0,29,1,26,0,2,0,0,0,3,3,3,0,300,,i,309.0,3,,,,,,scarsdale,7.1pbfq6-5,,szb,47,47,,,
murphys lane,2,g529,09/04/2015,09/04/2015,cleared under powerlines,,"roadside only scores hcv due to listed species presence, otherwise mcv",,24,4.0,,,0,1,0,1,2,0,0,0,0,0,3,1,0,2,2,1,0,0,0.0,0,29,0,16,0,0,0,0,0,2,2,3,0,298,,i+e,310.0,0,,,,,,scarsdale,7.1pbfq6-5,,ye,47,47,,,
crosier road,7,g389,09/04/2015,09/04/2015,forest,,,,16,6.0,,,1,2,0,2,2,0,2,1,0,0,5,1,2,2,4,0,0,0,20.0,1,29,0,24,0,3,0,0,0,3,2,3,0,300,,i,309.0,3,,,,,,happy valley (ballarat),7.1pbfq6-5,,ye,2215,47>2003>47,,,
linton-piggoreet road,5,g008,09/04/2015,09/04/2015,dominated by shelterbelts and/or escapees,,,,12,6.0,,,0,2,0,2,2,0,2,0,0,0,5,1,1,1,2,0,0,0,18.0,0,29,0,23,0,2,0,0,0,2,2,2,0,289,,e/sb,309.0,1,,,,,,happy valley (ballarat),7.1pbfq6-5,,ye,47,[2223]>47,,,
linton-piggoreet road,3,g008,09/04/2015,09/04/2015,forest,,hcv roadside converted to very high status due to listed species presence,,31,6.0,,,0,2,2,2,2,0,2,2,0,0,5,1,2,2,4,1,1,1,19.0,3,33,1,24,2,2,0,0,0,3,2,3,0,289,,i+e,309.0,3,,,,,,happy valley (ballarat),2.1lsp6-2,,szb,2215,47>2003>127>47,,,
linton-piggoreet road,3,g008,09/04/2015,09/04/2015,cleared with occasional trees and/or shrubs,,,,10,8.0,,,0,2,0,2,2,0,0,0,0,0,4,1,1,0,2,0,0,0,16.0,0,29,0,16,0,0,0,0,0,2,2,1,0,289,,i+e,309.0,1,,,,,,linton,2.1lsp6-2,,ye,47,47>2223,,,
linton-naringhil road,2,g182,09/04/2015,09/04/2015,pasture grasses and weeds,,,,5,4.0,,,0,1,0,2,2,0,0,0,0,0,4,0,0,0,0,0,0,0,16.0,0,29,0,16,0,0,0,0,0,1,1,1,0,289,,e,306.0,0,,,,,,linton,7.1pbfq6-5,,ye,2244,2223>47>2223,,,
jones road,1,g177,09/04/2015,09/04/2015,cleared with occasional trees and/or shrubs,,,,12,4.0,,,0,1,0,2,2,0,0,0,1,0,5,0,1,1,4,0,0,0,0.0,0,29,0,23,0,0,1,0,0,3,1,2,0,300,,e,309.0,0,,,,,,linton,7.1pbfq6-5,,ye,2223,2223>[47],,,
mitchells lane,4,g195,09/04/2015,09/04/2015,cleared with occasional trees and/or shrubs,,,,12,8.0,,,0,2,0,2,2,0,0,0,0,0,4,1,1,2,2,0,0,0,16.0,0,30,0,16,0,0,0,0,0,2,2,3,0,300,,e,309.0,0,,,,,,linton,7.1pbfq6-5,,ye,47,47,,,
sandows lane,2,g216,09/04/2015,09/04/2015,grassland,,,,8,4.0,,,0,1,0,0,2,0,0,0,1,0,3,0,0,2,2,0,0,0,0.0,0,29,0,0,0,0,1,0,0,2,1,3,0,300,,n,309.0,0,,,,,,linton,7.1pbfq6-5,,ye,2223,,,,
sandows lane,6,g216,09/04/2015,09/04/2015,woodland with patchy native grass understorey,,,,15,8.0,,,0,2,2,2,2,0,0,1,0,0,5,0,2,2,4,0,1,1,18.0,1,29,0,23,0,0,0,0,0,3,1,3,0,300,,i+e,309.0,2,,,,,,linton,7.1pbfq6-5,,ye,47,47,,,
mitchells lane,3,g195,09/04/2015,09/04/2015,pasture grasses and weeds,,,,6,8.0,,,0,2,0,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0.0,0,29,0,0,0,0,0,0,0,2,1,1,0,298,,e,309.0,0,,,,,,linton,7.1pbfq6-5,,ye,2223,2223,,,
mitchells lane,3,g195,09/04/2015,09/04/2015,cleared with occasional trees and/or shrubs,,"roadside only scores hcv due to listed species presence, otherwise mcv",,26,8.0,,,0,2,1,2,2,0,0,0,0,0,5,0,1,1,2,1,0,1,16.0,0,29,0,16,0,0,0,0,0,2,1,2,0,289,,e/sb,309.0,1,,,,,,linton,7.1pbfq6-5,,ye,47,47,,,
happy valley road,2,g170,09/04/2015,09/04/2015,pasture grasses and weeds,,,,11,4.0,,,0,1,0,2,2,0,0,0,2,0,5,0,1,0,4,0,0,0,0.0,0,29,0,24,0,0,2,0,0,3,1,1,0,289,,e/sb,306.0,0,,,,,,linton,7.1pbfq6-5,,ye,2223,2223,,,
argyle road,7,g121,09/04/2015,09/04/2015,woodland with patchy native grass understorey,,,,15,4.0,,,0,1,0,2,2,0,0,0,1,0,5,1,2,2,4,0,0,0,0.0,0,29,0,24,0,0,1,0,0,3,2,3,0,300,,i+e,309.0,0,,,,,,happy valley (ballarat),7.1pbfq6-5,,ye,2223,2223,,,
argyle road,1,g121,09/04/2015,09/04/2015,woodland with patchy native grass understorey,,,,18,8.0,,,0,2,1,2,2,0,2,2,0,0,5,1,3,3,4,0,0,1,19.0,2,33,0,24,3,4,0,0,0,3,2,4,0,300,,i,309.0,2,,,,,,happy valley (ballarat),2.1lsp6-2,,szb,2215,47>2003,,,
milburn road,7,g192,09/04/2015,09/04/2015,cleared with occasional trees and/or shrubs,,,,12,4.0,,,0,1,0,2,2,0,0,0,0,0,4,1,1,1,4,0,0,0,16.0,0,29,0,16,0,0,0,0,0,3,2,2,0,300,,e/sb,309.0,0,,,,,,happy valley (ballarat),7.1pbfq6-5,,szb,2223,2223>[47>2003,,,
flagstaff road,7,g420,16/04/2015,16/04/2015,woodland with patchy native grass understorey,,,,17,4.0,,,0,1,0,2,2,0,2,2,0,0,5,1,3,3,4,0,0,0,19.0,2,30,0,17,1,2,0,0,0,3,2,4,0,289,,i,309.0,3,,,,,,pittong,2.1lgp5-2,,dd,411,3>47,,,
flagstaff ridge road,2,g159,16/04/2015,16/04/2015,woodland with patchy native grass understorey,,,,16,3.0,,,0,2,0,2,2,0,2,1,0,0,5,1,2,2,4,0,0,0,19.0,1,29,0,24,1,2,0,0,0,3,2,3,0,289,,i,309.0,3,,,,,,pittong,2.1lsp6-2,,szb,47,47,,,
flagstaff ridge road,2,g159,16/04/2015,16/04/2015,woodland with patchy native grass understorey,,,,15,6.0,,,0,2,0,2,2,0,1,0,0,0,5,1,2,1,4,0,0,0,19.0,0,29,0,24,0,1,0,0,0,3,2,2,0,289,,i+e,309.0,2,,,,,,pittong,2.1lsp6-2,,szb,47,47,,,
flagstaff ridge road,2,g159,16/04/2015,16/04/2015,cleared with occasional trees and/or shrubs,,,,10,6.0,,,0,2,0,2,2,0,0,0,0,0,4,1,1,0,2,0,0,0,16.0,0,29,1,16,0,0,0,0,0,2,2,1,0,300,,i+e,310.0,1,,,,,,pittong,2.1lsp6-2,,szb,47,47,,,
flagstaff ridge road,1,g159,16/04/2015,16/04/2015,pasture grasses and weeds,,,,4,4.0,,,0,1,0,1,2,0,0,0,0,0,3,0,0,0,0,0,0,0,16.0,0,29,0,0,0,0,0,0,0,1,1,1,0,289,,e/sb,306.0,0,,,,,,pittong,2.1lsp6-2,,szb,47,47,,,
flagstaff ridge road,9,g159,16/04/2015,16/04/2015,cleared with occasional trees and/or shrubs,,,,13,4.0,,,0,1,0,2,2,0,2,0,0,0,5,1,2,2,2,0,0,0,18.0,0,29,0,23,0,2,0,0,0,2,2,3,0,289,,i+e,306.0,1,,,,,,pittong,2.1lsp6-2,,szb,47,47,,,
jacks road,1,g118,16/04/2015,16/04/2015,cleared with occasional trees and/or shrubs,,,,10,4.0,,,0,1,0,2,2,0,0,0,0,0,4,1,1,1,2,0,0,0,0.0,0,29,0,23,0,0,0,0,0,2,2,2,0,300,,i+e,309.0,0,,,,,,pittong,2.1lsp6-2,,szb,47,47,,,
jacks road,1,g118,16/04/2015,16/04/2015,forest,,,,16,4.0,,,0,1,0,2,2,0,2,1,0,0,5,1,3,2,4,0,0,0,20.0,1,29,0,24,0,2,0,0,0,3,2,3,0,300,,i,306.0,3,,,,,,pittong,2.1lsp6-2,,szb,265,[47]>[20]>47>20/22,,,
stringybark court,8,g221,16/04/2015,16/04/2015,cleared under powerlines,,,,15,4.0,,,0,1,0,2,2,0,1,0,0,0,5,2,2,3,2,0,0,0,16.0,0,29,0,25,0,1,0,0,0,2,3,4,0,300,,i,310.0,0,,,,,,pittong,2.1lsp6-2,,szb,265,47>22/20,,,
bryants road,8,g134,16/04/2015,16/04/2015,forest,,,,16,4.0,,,0,1,1,2,2,0,2,1,0,0,5,1,3,2,4,0,0,1,20.0,1,29,1,24,1,2,0,0,0,3,2,3,0,289,,i,309.0,3,,,,,,linton,2.1lsp6-2,,szb,265,47>22>47,,,
bryants road,7,g134,16/04/2015,16/04/2015,cleared under powerlines,,,,9,4.0,,,0,1,0,2,2,0,0,0,0,0,4,1,0,1,2,0,0,0,16.0,0,29,1,23,0,0,0,0,0,2,2,2,0,298,,e/sb,306.0,0,,,,,,linton,2.1lsp6-2,,szb,47,47,,,
tweeney road,5,g633,16/04/2015,16/04/2015,woodland with patchy native grass understorey,,hcv roadside converted to very high status due to listed species presence,,31,5.0,,,0,1,0,2,2,0,2,1,0,0,5,1,3,2,4,1,0,0,19.0,1,29,2,24,0,2,0,0,0,3,2,3,0,300,,i,309.0,3,,,,,,linton,2.1lsp6-2,,szb,47,47,,,
blunts lane,1,g347,16/04/2015,16/04/2015,cleared with occasional trees and/or shrubs,,,,14,4.0,,,1,1,1,2,2,0,1,0,0,0,5,1,2,1,4,0,0,1,18.0,0,29,0,23,0,1,0,0,0,3,2,2,0,298,,i+e,309.0,1,,,,,,linton,2.1lsp6-2,,szb,47,47,,,
jackson street,2,g473,16/04/2015,16/04/2015,cleared with occasional trees and/or shrubs,,,,12,4.0,,,0,1,1,2,2,0,0,0,0,0,5,1,1,0,4,0,0,1,18.0,0,29,0,23,0,0,0,0,0,3,2,1,0,289,,i+e,309.0,1,,,,,,linton,2.1lsp6-2,,szb,47,47,,,
gascoignes lane,7,g018,16/04/2015,16/04/2015,woodland with patchy native grass/bracken understorey,,,,15,4.0,,,0,1,1,2,2,0,2,1,0,0,5,1,2,2,4,0,0,1,20.0,1,45,1,24,1,2,0,0,0,3,2,3,0,300,,i,309.0,3,,,,,,linton,2.1lsp6-2,,szb,265,47>20/22>47>20/22,,,
gascoignes lane,3,g018,16/04/2015,16/04/2015,cleared with occasional trees and/or shrubs,,,,9,4.0,,,0,1,0,2,2,0,0,0,0,0,4,1,1,0,2,0,0,0,16.0,0,29,1,16,0,0,0,0,0,2,2,1,0,289,,in,309.0,1,,,,,,linton,2.1lsp6-2,,szb,47,47,,,
nesbitts road,1,g532,16/04/2015,16/04/2015,woodland/open forest with woody weeds on verges,,,,10,4.0,,,0,1,0,2,2,0,0,1,0,0,5,1,1,0,2,0,0,0,18.0,1,29,0,23,0,0,0,0,0,2,2,1,0,300,,i,309.0,2,,,,,,linton,2.1lsp6-2,,szb,47,47,,,
linton-carngham road,7,g012,16/04/2015,16/04/2015,cleared with occasional trees and/or shrubs,,,,8,6.0,,,0,2,0,2,2,0,0,0,0,0,4,0,0,0,2,0,0,0,16.0,0,29,1,23,0,0,0,0,0,2,1,1,0,298,,i+e,310.0,0,,,,,,linton,2.1lsp6-2,,szb,47,47,,,
hewitts road,5,g013,16/04/2015,16/04/2015,woodland with weedy grassy understorey,,,,13,4.0,,,0,1,1,2,2,0,0,0,0,0,5,1,2,0,4,0,0,1,18.0,0,29,0,23,0,0,0,0,0,3,2,1,0,289,,i+e,309.0,2,,,,,,linton,2.1lsp6-2,,szb,47,47,,,
acacia court,1,g013b,16/04/2015,16/04/2015,cleared with occasional trees and/or shrubs,,,,9,4.0,,,0,1,0,2,2,0,0,0,0,0,4,1,0,1,2,0,0,0,16.0,0,29,0,16,0,0,0,0,0,2,2,2,0,298,,en,309.0,1,,,,,,linton,2.1lsp6-2,,szb,47,47,,,
banksia court,2,g335,16/04/2015,16/04/2015,cleared with occasional trees and/or shrubs,,,,8,4.0,,,0,1,0,2,2,0,0,0,0,0,4,1,0,0,2,0,0,0,16.0,0,29,0,16,0,0,0,0,0,2,2,1,0,298,,en,310.0,0,,,,,,linton,2.1lsp6-2,,szb,47,47,,,
standpipe road,3,g608,16/04/2015,16/04/2015,woodland with weedy grassy understorey,,,,14,4.0,,,0,1,0,2,2,0,1,0,0,0,5,1,2,1,4,0,0,0,18.0,0,29,1,23,0,1,0,0,0,3,2,2,0,300,,i+e,306.0,2,,,,,,linton,2.1lsp6-2,,szb,265,47>20/22,,,
grant street,1,g445,16/04/2015,16/04/2015,pines,,,,9,4.0,,,0,1,0,2,2,0,0,0,0,0,4,1,0,1,2,0,0,0,16.0,0,29,0,23,0,0,0,0,0,2,2,2,0,300,,n,309.0,1,,,,,,linton,2.1lsp6-2,,szb,47,47,,,
webster street,4,g013c,16/04/2015,16/04/2015,cleared with occasional trees and/or shrubs,,,,9,4.0,,,0,1,0,2,2,0,0,0,0,0,4,1,0,1,2,0,0,0,16.0,0,29,0,16,0,0,0,0,0,2,2,2,0,298,,i+e,309.0,1,,,,,,linton,2.1lsp6-2,,szb,265,22/20>47,,,
young street,5,g013d,16/04/2015,16/04/2015,cleared under powerlines,,,,9,8.0,,,0,2,0,2,2,0,0,0,0,0,4,0,0,1,2,0,0,0,16.0,0,29,0,16,0,0,0,0,0,2,1,2,0,289,,e,306.0,0,,,,,,linton,7.1pbfq6-5,,ye,47,47,,,
young street,2,g013d,16/04/2015,16/04/2015,dominated by planted and spreading environmental weeds,,,,6,8.0,,,0,2,0,2,2,0,0,0,0,0,4,0,0,0,0,0,0,0,16.0,0,29,0,17,0,0,0,0,0,1,1,1,0,300,,e,309.0,0,,,,,,linton,7.1pbfq6-5,,ye,47,47,,,
young street,6,g013d,16/04/2015,16/04/2015,woodland with patchy native grass understorey,,,,12,6.0,,,1,2,0,2,2,0,0,0,0,0,4,1,1,2,2,0,0,0,18.0,0,29,0,23,0,0,0,0,0,2,2,3,0,300,,i+e,309.0,1,,,,,,linton,2.1lsp6-2,,szb,47,47,,,
falkner street,2,g415,16/04/2015,16/04/2015,cleared with occasional trees and/or shrubs,,,,7,4.0,,,0,1,0,2,2,0,0,0,0,0,4,0,0,0,2,0,0,0,16.0,0,29,0,16,0,0,0,0,0,2,1,1,0,298,,e,309.0,0,,,,,,linton,7.1pbfq6-5,,ye,47,47,,,
linton-naringhil road,1,g182,16/04/2015,16/04/2015,cleared under powerlines,,"roadside only scores hcv due to listed species presence, otherwise mcv",,25,6.0,,,1,2,0,2,2,0,0,0,0,0,4,1,1,0,2,1,0,0,16.0,0,29,0,16,0,0,0,0,0,2,2,1,0,289,,e,310.0,0,,,,,,linton,7.1pbfq6-5,,ye,2244,2223>47,,,
linton-naringhil road,3,g182,16/04/2015,16/04/2015,cleared with occasional trees and/or shrubs,,"roadside only scores hcv due to listed species presence, otherwise mcv",,27,6.0,,,1,2,0,1,2,0,0,0,0,0,3,1,1,1,4,1,0,0,16.0,0,29,0,0,0,0,0,0,0,3,2,2,0,289,,i+e,309.0,1,,,,,,linton,2.1lsp6-2,,szb,251,175/47,,,
happy valley crossing road,2,g019,16/04/2015,16/04/2015,cleared with occasional trees and/or shrubs,,,,13,4.0,,,1,1,0,2,2,0,0,0,0,0,4,1,1,2,4,0,0,0,16.0,0,29,0,23,0,0,0,0,0,3,2,3,0,289,,e,309.0,0,,,,,,linton,2.1lsp6-2,,szb,175,175,,,
happy valley crossing road,2,g019,16/04/2015,16/04/2015,woodland with patchy native grass understorey,,hcv roadside converted to very high status due to listed species presence,,31,6.0,,,0,2,3,2,2,0,2,1,0,0,5,1,2,2,4,1,2,3,19.0,1,29,0,26,0,2,0,0,0,3,2,3,0,289,,i+e,309.0,3,,,,,,mannibadar,2.1lsp6-2,,szb,719,[175]>3/175>[641],,,
linton-pitfield road,4,g492,23/04/2015,23/04/2015,cleared with occasional trees and/or shrubs,,,,10,10.0,,,0,2,0,2,2,0,0,0,0,0,4,1,1,0,2,0,0,0,0.0,0,29,0,23,0,0,0,0,0,2,2,1,0,289,,e,309.0,0,,,,,,linton,2.1lsp6-2,,szb,175,175,,,
linton-pitfield road,9,g492,23/04/2015,23/04/2015,woodland with patchy native grass understorey,,,,16,10.0,,,1,2,2,2,2,0,2,1,0,0,5,1,2,2,4,0,1,1,19.0,1,29,0,24,1,2,0,0,0,3,2,3,0,289,,i+e,309.0,2,,,,,,linton,2.1pfq6-3,,de,411,Mar-47,,,
linton-pitfield road,6,g492,23/04/2015,23/04/2015,woodland with patchy native grass understorey,,,,12,10.0,,,1,2,0,2,2,0,0,1,0,0,5,1,1,1,2,0,0,0,18.0,1,29,0,23,0,0,0,0,0,2,2,2,0,289,,e,309.0,1,,,,,,mannibadar,2.1lsp6-2,,szb,3,3,,,
linton-pitfield road,4,g492,23/04/2015,23/04/2015,woodland with patchy native grass understorey,,,,16,8.0,,,1,2,2,2,2,0,2,1,0,0,5,1,2,2,4,0,1,1,19.0,1,29,0,24,1,2,0,0,0,3,2,3,0,289,,i+e,309.0,2,,,,,,mannibadar,2.1lsp6-2,,szb,719,175/3,,,
linton-naringhil road,1,g182,23/04/2015,23/04/2015,grassland,patchy quality,"roadside only scores hcv due to listed species presence, otherwise mcv",,25,4.0,,,0,1,0,0,2,2,0,0,0,0,2,0,0,1,4,1,0,0,0.0,0,29,0,0,0,0,0,0,0,3,1,2,0,289,,e,309.0,0,,,,,,mannibadar,7.1pbfq6-2,,yk,132,132,,,
linton-naringhil road,2,g182,23/04/2015,23/04/2015,pasture grasses and weeds,,,,4,4.0,,,0,1,0,0,2,0,0,0,1,0,3,0,0,0,0,0,0,0,0.0,0,29,0,0,0,0,1,0,0,1,1,1,0,289,,e,309.0,0,,,,,,mannibadar,7.1pbfq6-2,,yk,132,132,,,
